Id,Category
1109,6
1110,19
1111,18
1112,14
1113,1
1114,19
1115,18
1116,19
1117,11
1118,19
1119,11
1120,3
1121,6
1122,19
1123,19
1124,19
1125,26
1126,19
1127,6
1128,24
1129,18
1130,19
1131,19
1132,19
1133,12
1134,26
1135,14
1136,7
1137,19
1138,19
1139,19
1140,6
1141,22
1142,11
1143,19
1144,15
1145,19
1146,8
1147,1
1148,19
1149,19
1150,19
1151,18
1152,11
1153,19
1154,24
1155,13
1156,3
1157,5
1158,6
1159,3
1160,26
1161,19
1162,20
1163,19
1164,19
1165,11
1166,24
1167,19
1168,19
1169,19
1170,19
1171,19
1172,19
1173,19
1174,6
1175,9
1176,19
1177,1
1178,19
1179,25
1180,19
1181,19
1182,6
1183,8
1184,13
1185,24
1186,6
1187,8
1188,15
1189,20
1190,6
1191,6
1192,15
1193,14
1194,18
1195,1
1196,20
1197,19
1198,19
1199,19
1200,4
1201,20
1202,20
1203,19
1204,19
1205,25
1206,20
1207,6
1208,22
1209,19
1210,19
1211,19
1212,3
1213,19
1214,1
1215,19
1216,3
1217,15
1218,19
1219,24
1220,19
1221,6
1222,24
1223,19
1224,26
1225,26
1226,8
1227,20
1228,19
1229,21
1230,20
1231,27
1232,22
1233,22
1234,3
1235,8
1236,15
1237,9
1238,19
1239,11
1240,3
1241,19
1242,24
1243,13
1244,19
1245,19
1246,26
1247,22
1248,20
1249,6
1250,19
1251,24
1252,22
1253,12
1254,13
1255,19
1256,6
1257,19
1258,19
1259,20
1260,24
1261,14
1262,3
1263,5
1264,19
1265,8
1266,19
1267,19
1268,19
1269,19
1270,24
1271,11
1272,19
1273,19
1274,19
1275,11
1276,19
1277,19
1278,19
1279,19
1280,19
1281,22
1282,19
1283,19
1284,6
1285,19
1286,24
1287,24
1288,6
1289,3
1290,19
1291,14
1292,19
1293,19
1294,26
1295,19
1296,8
1297,21
1298,14
1299,19
1300,19
1301,19
1302,19
1303,19
1304,25
1305,14
1306,20
1307,11
1308,8
1309,19
1310,13
1311,5
1312,26
1313,19
1314,22
1315,14
1316,19
1317,11
1318,11
1319,19
1320,19
1321,19
1322,22
1323,19
1324,24
1325,19
1326,6
1327,19
1328,11
1329,19
1330,20
1331,20
1332,26
1333,19
1334,18
1335,25
1336,19
1337,22
1338,26
1339,19
1340,19
1341,19
1342,19
1343,22
1344,19
1345,6
1346,19
1347,6
1348,19
1349,13
1350,15
1351,26
1352,16
1353,16
1354,25
1355,19
1356,19
1357,19
1358,19
1359,20
1360,19
1361,19
1362,26
1363,24
1364,26
1365,26
1366,7
1367,19
1368,19
1369,8
1370,19
1371,20
1372,19
1373,19
1374,10
1375,19
1376,15
1377,20
1378,6
1379,9
1380,3
1381,19
1382,3
1383,0
1384,19
1385,5
1386,19
1387,14
1388,19
1389,19
1390,4
1391,27
1392,19
1393,20
1394,0
1395,3
1396,3
1397,26
1398,19
1399,19
1400,19
1401,6
1402,14
1403,19
1404,20
1405,19
1406,7
1407,13
1408,25
1409,19
1410,6
1411,22
1412,22
1413,19
1414,22
1415,20
1416,6
1417,12
1418,1
1419,3
1420,8
1421,22
1422,19
1423,19
1424,24
1425,3
1426,11
1427,6
1428,5
1429,19
1430,26
1431,19
1432,3
1433,6
1434,19
1435,19
1436,19
1437,24
1438,3
1439,20
1440,19
1441,26
1442,3
1443,3
1444,20
1445,0
1446,14
1447,20
1448,11
1449,20
1450,19
1451,26
1452,1
1453,19
1454,27
1455,22
1456,19
1457,19
1458,19
1459,3
1460,22
1461,19
1462,20
1463,6
1464,14
1465,6
1466,1
1467,5
1468,19
1469,19
1470,19
1471,19
1472,22
1473,19
1474,20
1475,6
1476,19
1477,15
1478,26
1479,10
1480,6
1481,26
1482,27
1483,19
1484,19
1485,22
1486,19
1487,15
1488,25
1489,19
1490,19
1491,26
1492,19
1493,16
1494,8
1495,20
1496,6
1497,18
1498,19
1499,18
1500,26
1501,19
1502,6
1503,1
1504,11
1505,22
1506,18
1507,6
1508,11
1509,19
1510,19
1511,10
1512,25
1513,12
1514,19
1515,26
1516,26
1517,5
1518,19
1519,15
1520,13
1521,19
1522,27
1523,19
1524,19
1525,12
1526,3
1527,6
1528,19
1529,25
1530,3
1531,3
1532,19
1533,13
1534,19
1535,19
1536,6
1537,6
1538,19
1539,19
1540,19
1541,19
1542,19
1543,15
1544,19
1545,19
1546,6
1547,6
1548,24
1549,26
1550,3
1551,8
1552,26
1553,20
1554,26
1555,22
1556,19
1557,1
1558,19
1559,26
1560,27
1561,19
1562,19
1563,19
1564,19
1565,19
1566,22
1567,27
1568,20
1569,1
1570,20
1571,19
1572,19
1573,6
1574,19
1575,11
1576,8
1577,25
1578,19
1579,25
1580,3
1581,26
1582,19
1583,20
1584,20
1585,11
1586,9
1587,6
1588,26
1589,14
1590,19
1591,19
1592,20
1593,8
1594,6
1595,22
1596,19
1597,24
1598,22
1599,3
1600,22
1601,19
1602,25
1603,19
1604,1
1605,13
1606,27
1607,20
1608,22
1609,19
1610,8
1611,19
1612,19
1613,6
1614,19
1615,19
1616,11
1617,24
1618,19
1619,19
1620,14
1621,5
1622,19
1623,12
1624,19
1625,19
1626,19
1627,18
1628,19
1629,14
1630,26
1631,26
1632,19
1633,6
1634,26
1635,13
1636,26
1637,26
1638,26
1639,20
1640,24
1641,19
1642,24
1643,19
1644,19
1645,19
1646,5
1647,26
1648,7
1649,22
1650,19
1651,19
1652,19
1653,6
1654,19
1655,6
1656,20
1657,18
1658,19
1659,19
1660,1
1661,20
1662,6
1663,18
1664,6
1665,26
1666,19
1667,13
1668,24
1669,19
1670,19
1671,19
1672,19
1673,26
1674,19
1675,19
1676,11
1677,19
1678,26
1679,19
1680,20
1681,19
1682,19
1683,25
1684,19
1685,19
1686,19
1687,26
1688,10
1689,19
1690,6
1691,19
1692,12
1693,26
1694,19
1695,19
1696,1
1697,0
1698,24
1699,6
1700,19
1701,20
1702,8
1703,20
1704,19
1705,19
1706,9
1707,19
1708,20
1709,11
1710,13
1711,18
1712,19
1713,19
1714,13
1715,26
1716,22
1717,8
1718,7
1719,19
1720,19
1721,19
1722,19
1723,9
1724,24
1725,19
1726,3
1727,19
1728,19
1729,11
1730,19
1731,8
1732,26
1733,3
1734,22
1735,6
1736,19
1737,18
1738,19
1739,19
1740,20
1741,5
1742,19
1743,19
1744,19
1745,19
1746,19
1747,6
1748,19
1749,20
1750,18
1751,15
1752,6
1753,19
1754,19
1755,19
1756,26
1757,26
1758,19
1759,19
1760,19
1761,6
1762,5
1763,6
1764,19
1765,7
1766,10
1767,19
1768,19
1769,19
1770,19
1771,13
1772,3
1773,19
1774,19
1775,14
1776,19
1777,8
1778,15
1779,19
1780,22
1781,19
1782,18
1783,20
1784,19
1785,8
1786,3
1787,19
1788,19
1789,19
1790,3
1791,26
1792,14
1793,22
1794,19
1795,22
1796,19
1797,20
1798,19
1799,3
1800,20
1801,20
1802,20
1803,22
1804,3
1805,9
1806,19
1807,1
1808,20
1809,19
1810,20
1811,13
1812,27
1813,20
1814,1
1815,27
1816,20
1817,27
1818,6
1819,19
1820,19
1821,19
1822,14
1823,1
1824,19
1825,24
1826,13
1827,24
1828,1
1829,5
1830,8
1831,25
1832,6
1833,6
1834,7
1835,1
1836,19
1837,19
1838,19
1839,19
1840,19
1841,14
1842,19
1843,19
1844,14
1845,1
1846,3
1847,9
1848,14
1849,26
1850,19
1851,22
1852,19
1853,18
1854,13
1855,19
1856,25
1857,1
1858,13
1859,5
1860,14
1861,3
1862,15
1863,25
1864,20
1865,11
1866,20
1867,20
1868,19
1869,11
1870,19
1871,19
1872,3
1873,20
1874,11
1875,19
1876,19
1877,19
1878,13
1879,19
1880,19
1881,19
1882,19
1883,19
1884,19
1885,19
1886,6
1887,19
1888,19
1889,19
1890,3
1891,19
1892,26
1893,1
1894,27
1895,14
1896,23
1897,19
1898,24
1899,26
1900,18
1901,25
1902,6
1903,15
1904,11
1905,22
1906,22
1907,22
1908,11
1909,19
1910,20
1911,19
1912,7
1913,11
1914,6
1915,6
1916,5
1917,19
1918,19
1919,19
1920,6
1921,19
1922,7
1923,19
1924,18
1925,20
1926,19
1927,3
1928,15
1929,1
1930,3
1931,19
1932,26
1933,19
1934,19
1935,19
1936,3
1937,8
1938,25
1939,1
1940,22
1941,11
1942,11
1943,11
1944,20
1945,5
1946,19
1947,19
1948,5
1949,2
1950,19
1951,25
1952,14
1953,19
1954,19
1955,26
1956,19
1957,19
1958,3
1959,19
1960,26
1961,3
1962,24
1963,20
1964,6
1965,14
1966,19
1967,6
1968,19
1969,19
1970,19
1971,20
1972,19
1973,19
1974,19
1975,13
1976,19
1977,19
1978,19
1979,19
1980,19
1981,19
1982,19
1983,24
1984,19
1985,19
1986,15
1987,6
1988,20
1989,18
1990,19
1991,25
1992,19
1993,19
1994,3
1995,6
1996,20
1997,19
1998,19
1999,1
2000,16
2001,19
2002,19
2003,24
2004,19
2005,14
2006,19
2007,14
2008,6
2009,13
2010,19
2011,22
2012,13
2013,19
2014,18
2015,14
2016,13
2017,14
2018,19
2019,19
2020,22
2021,20
2022,19
2023,20
2024,24
2025,19
2026,19
2027,19
2028,19
2029,19
2030,19
2031,13
2032,19
2033,15
2034,24
2035,26
2036,22
2037,3
2038,19
2039,26
2040,19
2041,19
2042,8
2043,5
2044,5
2045,13
2046,9
2047,19
2048,7
2049,19
2050,19
2051,8
2052,20
2053,8
2054,6
2055,9
2056,19
2057,25
2058,19
2059,14
2060,19
2061,26
2062,11
2063,26
2064,22
2065,13
2066,20
2067,19
2068,8
2069,26
2070,3
2071,19
2072,19
2073,13
2074,19
2075,22
2076,19
2077,19
2078,19
2079,26
2080,14
2081,18
2082,22
2083,26
2084,0
2085,20
2086,6
2087,19
2088,19
2089,20
2090,19
2091,20
2092,19
2093,18
2094,20
2095,24
2096,19
2097,19
2098,19
2099,26
2100,3
2101,19
2102,19
2103,3
2104,26
2105,6
2106,13
2107,18
2108,19
2109,6
2110,11
2111,11
2112,20
2113,11
2114,26
2115,19
2116,19
2117,19
2118,19
2119,13
2120,4
2121,19
2122,26
2123,20
2124,20
2125,19
2126,19
2127,26
2128,19
2129,19
2130,19
2131,7
2132,25
2133,26
2134,20
2135,18
2136,19
2137,11
2138,19
2139,19
2140,19
2141,19
2142,11
2143,19
2144,6
2145,19
2146,19
2147,19
2148,26
2149,19
2150,19
2151,6
2152,14
2153,19
2154,20
2155,3
2156,6
2157,6
2158,14
2159,5
2160,5
2161,26
2162,3
2163,15
2164,11
2165,19
2166,22
2167,5
2168,19
2169,19
2170,19
2171,14
2172,19
2173,20
2174,22
2175,19
2176,3
2177,11
2178,19
2179,19
2180,26
2181,9
2182,19
2183,11
2184,19
2185,26
2186,19
2187,20
2188,25
2189,27
2190,11
2191,11
2192,3
2193,19
2194,19
2195,26
2196,19
2197,6
2198,8
2199,26
2200,3
2201,22
2202,19
2203,20
2204,19
2205,19
2206,3
2207,19
2208,20
2209,19
2210,3
2211,19
2212,20
2213,27
2214,25
2215,19
2216,26
2217,12
2218,6
2219,19
2220,19
2221,27
2222,19
2223,19
2224,19
2225,19
2226,26
2227,1
2228,19
2229,19
2230,8
2231,20
2232,19
2233,24
2234,26
2235,19
2236,6
2237,6
2238,6
2239,19
2240,19
2241,22
2242,19
2243,19
2244,19
2245,6
2246,19
2247,26
2248,13
2249,24
2250,19
2251,24
2252,19
2253,25
2254,14
2255,19
2256,24
2257,19
2258,22
2259,19
2260,19
2261,26
2262,0
2263,19
2264,6
2265,5
2266,19
2267,4
2268,19
2269,6
2270,19
2271,18
2272,19
2273,26
2274,19
2275,19
2276,19
2277,1
2278,14
2279,20
2280,19
2281,22
2282,14
2283,22
2284,25
2285,19
2286,22
2287,1
2288,22
2289,7
2290,19
2291,19
2292,6
2293,19
2294,6
2295,20
2296,12
2297,10
2298,13
2299,5
2300,18
2301,26
2302,26
2303,19
2304,13
2305,15
2306,19
2307,19
2308,18
2309,19
2310,3
2311,22
2312,19
2313,6
2314,19
2315,26
2316,14
2317,19
2318,25
2319,22
2320,19
2321,19
2322,20
2323,26
2324,20
2325,19
2326,3
2327,24
2328,13
2329,19
2330,6
2331,14
2332,6
2333,20
2334,24
2335,20
2336,26
2337,26
2338,19
2339,19
2340,19
2341,19
2342,19
2343,19
2344,6
2345,14
2346,19
2347,20
2348,15
2349,25
2350,19
2351,15
2352,14
2353,26
2354,5
2355,26
2356,20
2357,26
2358,19
2359,19
2360,19
2361,26
2362,22
2363,14
2364,19
2365,18
2366,19
2367,19
2368,6
2369,19
2370,19
2371,24
2372,26
2373,6
2374,11
2375,19
2376,19
2377,11
2378,20
2379,4
2380,24
2381,19
2382,26
2383,24
2384,5
2385,19
2386,19
2387,20
2388,19
2389,13
2390,11
2391,5
2392,0
2393,26
2394,19
2395,20
2396,19
2397,6
2398,18
2399,19
2400,20
2401,19
2402,22
2403,10
2404,22
2405,20
2406,2
2407,19
2408,6
2409,26
2410,19
2411,19
2412,19
2413,6
2414,19
2415,6
2416,19
2417,19
2418,19
2419,19
2420,20
2421,19
2422,19
2423,26
2424,12
2425,5
2426,13
2427,3
2428,26
2429,26
2430,6
2431,19
2432,6
2433,8
2434,18
2435,19
2436,10
2437,19
2438,26
2439,6
2440,19
2441,6
2442,6
2443,6
2444,3
2445,6
2446,19
2447,19
2448,25
2449,6
2450,6
2451,19
2452,19
2453,26
2454,9
2455,11
2456,19
2457,11
2458,19
2459,6
2460,6
2461,8
2462,19
2463,26
2464,20
2465,3
2466,19
2467,6
2468,3
2469,3
2470,26
2471,26
2472,19
2473,15
2474,19
2475,3
2476,26
2477,19
2478,22
2479,19
2480,11
2481,26
2482,6
2483,14
2484,1
2485,6
2486,19
2487,22
2488,3
2489,15
2490,19
2491,19
2492,24
2493,3
2494,6
2495,19
2496,1
2497,19
2498,19
2499,19
2500,19
2501,18
2502,19
2503,19
2504,19
2505,19
2506,20
2507,1
2508,6
2509,3
2510,22
2511,5
2512,3
2513,17
2514,6
2515,9
2516,3
2517,6
2518,22
2519,27
2520,6
2521,19
2522,27
2523,19
2524,6
2525,27
2526,19
2527,19
2528,22
2529,26
2530,19
2531,3
2532,20
2533,26
2534,19
2535,6
2536,19
2537,26
2538,26
2539,26
2540,20
2541,8
2542,13
2543,19
2544,19
2545,19
2546,26
2547,26
2548,14
2549,19
2550,10
2551,27
2552,27
2553,6
2554,19
2555,19
2556,20
2557,20
2558,19
2559,26
2560,19
2561,20
2562,19
2563,19
2564,10
2565,19
2566,19
2567,19
2568,19
2569,22
2570,19
2571,26
2572,2
2573,26
2574,19
2575,19
2576,19
2577,19
2578,19
2579,19
2580,19
2581,24
2582,6
2583,24
2584,20
2585,19
2586,6
2587,19
2588,15
2589,19
2590,17
2591,19
2592,26
2593,6
2594,19
2595,19
2596,19
2597,15
2598,19
2599,22
2600,6
2601,14
2602,19
2603,20
2604,19
2605,19
2606,19
2607,20
2608,6
2609,19
2610,13
2611,6
2612,27
2613,19
2614,26
2615,14
2616,13
2617,20
2618,5
2619,19
2620,19
2621,19
2622,14
2623,22
2624,19
2625,20
2626,19
2627,19
2628,19
2629,19
2630,19
2631,23
2632,19
2633,19
2634,24
2635,19
2636,27
2637,19
2638,18
2639,19
2640,20
2641,20
2642,20
2643,19
2644,24
2645,14
2646,26
2647,24
2648,26
2649,22
2650,19
2651,6
2652,6
2653,26
2654,20
2655,4
2656,17
2657,19
2658,5
2659,3
2660,6
2661,6
2662,19
2663,20
2664,19
2665,19
2666,19
2667,26
2668,19
2669,20
2670,22
2671,22
2672,7
2673,19
2674,24
2675,3
2676,19
2677,19
2678,22
2679,9
2680,20
2681,19
2682,3
2683,22
2684,22
2685,14
2686,22
2687,6
2688,19
2689,15
2690,19
2691,19
2692,24
2693,20
2694,19
2695,6
2696,19
2697,22
2698,19
2699,25
2700,0
2701,12
2702,20
2703,19
2704,22
2705,26
2706,5
2707,20
2708,19
2709,19
2710,19
2711,11
2712,7
2713,19
2714,19
2715,19
2716,6
2717,19
2718,25
2719,19
2720,20
2721,19
2722,3
2723,24
2724,26
2725,9
2726,13
2727,20
2728,19
2729,22
2730,19
2731,6
2732,19
2733,18
2734,19
2735,19
2736,20
2737,19
2738,3
2739,19
2740,19
2741,26
2742,3
2743,19
2744,6
2745,19
2746,5
2747,3
2748,17
2749,14
2750,5
2751,20
2752,26
2753,6
2754,19
2755,6
2756,20
2757,19
2758,19
2759,5
2760,26
2761,18
2762,19
2763,14
2764,25
2765,19
2766,19
2767,19
2768,3
2769,19
2770,19
2771,12
2772,19
2773,22
2774,22
2775,19
2776,22
2777,25
2778,22
2779,6
2780,20
2781,19
2782,8
2783,15
2784,25
2785,19
2786,19
2787,0
2788,19
2789,9
2790,3
2791,19
2792,19
2793,26
2794,19
2795,26
2796,19
2797,19
2798,19
2799,11
2800,6
2801,19
2802,26
2803,0
2804,24
2805,24
2806,19
2807,5
2808,26
2809,19
2810,20
2811,26
2812,11
2813,3
2814,19
2815,26
2816,19
2817,24
2818,26
2819,5
2820,15
2821,3
2822,3
2823,24
2824,19
2825,19
2826,19
2827,22
2828,19
2829,14
2830,5
2831,13
2832,0
2833,24
2834,6
2835,19
2836,12
2837,9
2838,6
2839,19
2840,19
2841,19
2842,13
2843,27
2844,19
2845,6
2846,6
2847,19
2848,20
2849,9
2850,16
2851,12
2852,19
2853,6
2854,19
2855,24
2856,24
2857,14
2858,19
2859,19
2860,4
2861,15
2862,19
2863,6
2864,19
2865,3
2866,26
2867,19
2868,22
2869,8
2870,25
2871,14
2872,9
2873,19
2874,5
2875,23
2876,6
2877,6
2878,20
2879,19
2880,26
2881,19
2882,2
2883,19
2884,19
2885,19
2886,22
2887,19
2888,11
2889,3
2890,13
2891,19
2892,20
2893,19
2894,19
2895,6
2896,5
2897,25
2898,20
2899,20
2900,20
2901,19
2902,20
2903,16
2904,19
2905,19
2906,11
2907,9
2908,26
2909,19
2910,18
2911,19
2912,19
2913,19
2914,19
2915,9
2916,11
2917,15
2918,19
2919,19
2920,19
2921,19
2922,19
2923,20
2924,26
2925,25
2926,15
2927,26
2928,6
2929,24
2930,22
2931,19
2932,6
2933,9
2934,22
2935,26
2936,14
2937,19
2938,20
2939,18
2940,19
2941,6
2942,20
2943,22
2944,19
2945,26
2946,6
2947,19
2948,19
2949,19
2950,8
2951,19
2952,25
2953,19
2954,6
2955,14
2956,14
2957,14
2958,26
2959,19
2960,19
2961,19
2962,19
2963,10
2964,19
2965,26
2966,27
2967,18
2968,3
2969,13
2970,19
2971,22
2972,19
2973,16
2974,26
2975,2
2976,19
2977,6
2978,14
2979,19
2980,26
2981,26
2982,26
2983,19
2984,19
2985,19
2986,9
2987,19
2988,19
2989,22
2990,26
2991,24
2992,19
2993,13
2994,6
2995,13
2996,19
